C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_49_825.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_49_825.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_49_825.jpg,0,1,0,2.102645
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_49_895.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_49_895.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_49_895.jpg,0,1,0,3.042368
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_49_964.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_49_964.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_49_964.jpg,0,1,0,3.744486
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_031.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_031.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_031.jpg,0,1,0,4.681392
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_102.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_102.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_102.jpg,0,1,0,5.378153
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_173.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_173.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_173.jpg,0,1,0,6.301052
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_242.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_242.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_242.jpg,0,1,0,6.988403
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_309.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_309.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_309.jpg,0,1,0,7.671806
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_380.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_380.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_380.jpg,0,1,0,8.576779
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_447.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_447.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_447.jpg,0,1,0,9.250804
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_519.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_519.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_519.jpg,0,1,0,10.1435
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_587.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_587.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_587.jpg,0,1,0,10.80836
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_657.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_657.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_657.jpg,0,1,0,11.52192
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_729.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_729.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_729.jpg,0,1,0,12.38539
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_801.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_801.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_801.jpg,0,0.7841218,0,12.96255
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_874.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_874.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_874.jpg,0,0.5506932,0,13.7997
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_50_943.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_50_943.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_50_943.jpg,0,0.3706461,0,13.53803
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_016.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_016.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_016.jpg,0,0.1212259,0,13.66322
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_085.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_085.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_085.jpg,0,0,0,14.20205
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_156.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_156.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_156.jpg,0,0,0,14.10703
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_226.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_226.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_226.jpg,0,0,0,13.45632
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_296.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_296.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_296.jpg,0,0.162273,0,13.40844
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_369.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_369.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_369.jpg,0,0.04634312,0,13.96874
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_438.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_438.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_438.jpg,0,0,0,13.85711
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_508.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_508.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_508.jpg,0,0.0496935,0,13.26495
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_577.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_577.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_577.jpg,0,0.2873295,0,13.3042
C:\Users\dhruv\Desktop\track-2\IMG\center_2020_07_22_15_04_51_644.jpg,C:\Users\dhruv\Desktop\track-2\IMG\left_2020_07_22_15_04_51_644.jpg,C:\Users\dhruv\Desktop\track-2\IMG\right_2020_07_22_15_04_51_644.jpg,0,0.09866069,0,13.83271
